Year,Quarter,Month,Airport_Code,City,State,Departures_Performed,Arrivals_Performed,Total_Operations
2024,3,7,"Austin, TX",TX,11618,5.0,0.0,5.0
2024,3,7,"Austin, TX",TX,12264,1.0,0.0,1.0
2024,3,7,"Austin, TX",TX,12266,13.0,0.0,13.0
2024,3,7,"Austin, TX",TX,12339,1.0,0.0,1.0
2024,3,7,"Austin, TX",TX,12889,2.0,0.0,2.0
2024,3,7,"Austin, TX",TX,12892,2.0,0.0,2.0
2024,3,7,"Austin, TX",TX,13930,3.0,0.0,3.0
2024,3,7,"Austin, TX",TX,14122,1.0,0.0,1.0
2024,3,7,"Austin, TX",TX,14730,1.0,0.0,1.0
2024,3,7,"Austin, TX",TX,14771,2.0,0.0,2.0
2024,3,7,"Austin, TX",TX,15412,1.0,0.0,1.0
2024,3,7,BDL,"Hartford, CT",Connecticut,1930.0,7.0,1937.0
2024,3,7,BET,"Bethel, AK",Alaska,62.0,0.0,62.0
2024,3,7,BFF,"Scottsbluff, NE",Nebraska,52.0,0.0,52.0
2024,3,7,BFL,"Bakersfield, CA",California,266.0,0.0,266.0
2024,3,7,BGM,"Binghamton, NY",New York,31.0,0.0,31.0
2024,3,7,BGR,"Bangor, ME",Maine,588.0,0.0,588.0
2024,3,7,BHM,"Birmingham, AL",Alabama,1460.0,0.0,1460.0
2024,3,7,BIH,"Bishop, CA",California,31.0,0.0,31.0
2024,3,7,BIL,"Billings, MT",Montana,418.0,2.0,420.0
2024,3,7,BIS,"Bismarck/Mandan, ND",North Dakota,356.0,1.0,357.0
2024,3,7,BJI,"Bemidji, MN",Minnesota,62.0,0.0,62.0
2024,3,7,BLI,"Bellingham, WA",Washington,277.0,3.0,280.0
2024,3,7,BLV,"Belleville, IL",Illinois,144.0,5.0,149.0
2024,3,7,BMI,"Bloomington/Normal, IL",Illinois,161.0,0.0,161.0
2024,3,7,BNA,"Nashville, TN",Tennessee,9120.0,24.0,9144.0
2024,3,7,BOI,"Boise, ID",Idaho,2134.0,4.0,2138.0
2024,3,7,BOS,"Boston, MA",Massachusetts,12897.0,44.0,12941.0
2024,3,7,BPT,"Beaumont/Port Arthur, TX",Texas,62.0,0.0,62.0
2024,3,7,BQK,"Brunswick, GA",Georgia,62.0,0.0,62.0
2024,3,7,BQN,"Aguadilla, PR",Puerto Rico,195.0,1.0,196.0
2024,3,7,BRD,"Brainerd, MN",Minnesota,62.0,0.0,62.0
2024,3,7,BRO,"Brownsville, TX",Texas,203.0,0.0,203.0
2024,3,7,BRW,"Barrow, AK",Alaska,31.0,0.0,31.0
2024,3,7,BTM,"Butte, MT",Montana,62.0,0.0,62.0
2024,3,7,BTR,"Baton Rouge, LA",Louisiana,434.0,0.0,434.0
2024,3,7,BTV,"Burlington, VT",Vermont,791.0,5.0,796.0
2024,3,7,BUF,"Buffalo, NY",New York,2015.0,8.0,2023.0
2024,3,7,BUR,"Burbank, CA",California,2868.0,8.0,2876.0
2024,3,7,BWI,"Baltimore, MD",Maryland,9046.0,14.0,9060.0
2024,3,7,BZN,"Bozeman, MT",Montana,1155.0,7.0,1162.0
2024,3,7,"Baltimore, MD",MD,10397,4.0,0.0,4.0
2024,3,7,"Baltimore, MD",MD,11292,4.0,0.0,4.0
2024,3,7,"Baltimore, MD",MD,11298,2.0,0.0,2.0
2024,3,7,"Baltimore, MD",MD,11433,1.0,0.0,1.0
2024,3,7,"Baltimore, MD",MD,12266,1.0,0.0,1.0
2024,3,7,"Baltimore, MD",MD,12892,1.0,0.0,1.0
2024,3,7,"Baltimore, MD",MD,13303,3.0,0.0,3.0
2024,3,7,"Baltimore, MD",MD,13930,2.0,0.0,2.0
2024,3,7,"Baltimore, MD",MD,14100,1.0,0.0,1.0
2024,3,7,"Baltimore, MD",MD,14771,1.0,0.0,1.0
2024,3,7,"Baltimore, MD",MD,14843,1.0,0.0,1.0
2024,3,7,"Baltimore, MD",MD,15304,2.0,0.0,2.0
2024,3,7,"Bangor, ME",ME,14761,1.0,0.0,1.0
2024,3,7,"Belleville, IL",IL,12889,1.0,0.0,1.0
2024,3,7,"Belleville, IL",IL,13577,1.0,0.0,1.0
2024,3,7,"Belleville, IL",IL,14112,1.0,0.0,1.0
2024,3,7,"Belleville, IL",IL,14986,1.0,0.0,1.0
2024,3,7,"Belleville, IL",IL,15624,2.0,0.0,2.0
2024,3,7,"Bellingham, WA",WA,12889,1.0,0.0,1.0
2024,3,7,"Bellingham, WA",WA,13796,1.0,0.0,1.0
2024,3,7,"Bellingham, WA",WA,14679,1.0,0.0,1.0
2024,3,7,"Bend/Redmond, OR",OR,11292,4.0,0.0,4.0
2024,3,7,"Bend/Redmond, OR",OR,14771,2.0,0.0,2.0
2024,3,7,"Billings, MT",MT,10466,1.0,0.0,1.0
2024,3,7,"Billings, MT",MT,11292,1.0,0.0,1.0
2024,3,7,"Bismarck/Mandan, ND",ND,10466,1.0,0.0,1.0
2024,3,7,"Bloomington/Normal, IL",IL,11292,1.0,0.0,1.0
2024,3,7,"Boise, ID",ID,10466,1.0,0.0,1.0
2024,3,7,"Boise, ID",ID,11292,4.0,0.0,4.0
2024,3,7,"Boston, MA",MA,10431,1.0,0.0,1.0
2024,3,7,"Boston, MA",MA,11292,7.0,0.0,7.0
2024,3,7,"Boston, MA",MA,11618,15.0,0.0,15.0
2024,3,7,"Boston, MA",MA,12264,1.0,0.0,1.0
2024,3,7,"Boston, MA",MA,12266,12.0,0.0,12.0
2024,3,7,"Boston, MA",MA,12892,1.0,0.0,1.0
2024,3,7,"Boston, MA",MA,13930,6.0,0.0,6.0
2024,3,7,"Boston, MA",MA,13931,1.0,0.0,1.0
2024,3,7,"Boston, MA",MA,14100,3.0,0.0,3.0
2024,3,7,"Boston, MA",MA,14771,8.0,0.0,8.0
2024,3,7,"Boston, MA",MA,14986,1.0,0.0,1.0
2024,3,7,"Bozeman, MT",MT,10693,1.0,0.0,1.0
2024,3,7,"Bozeman, MT",MT,11292,2.0,0.0,2.0
2024,3,7,"Bozeman, MT",MT,11618,2.0,0.0,2.0
2024,3,7,"Bozeman, MT",MT,12889,1.0,0.0,1.0
2024,3,7,"Bozeman, MT",MT,12892,1.0,0.0,1.0
2024,3,7,"Bozeman, MT",MT,13930,2.0,0.0,2.0
2024,3,7,"Bristol/Johnson City/Kingsport, TN",TN,14112,2.0,0.0,2.0
2024,3,7,"Buffalo, NY",NY,10397,1.0,0.0,1.0
2024,3,7,"Buffalo, NY",NY,11057,1.0,0.0,1.0
2024,3,7,"Buffalo, NY",NY,11292,1.0,0.0,1.0
2024,3,7,"Buffalo, NY",NY,11618,2.0,0.0,2.0
2024,3,7,"Buffalo, NY",NY,13204,1.0,0.0,1.0
2024,3,7,"Buffalo, NY",NY,13930,1.0,0.0,1.0
2024,3,7,"Buffalo, NY",NY,14100,2.0,0.0,2.0
2024,3,7,"Buffalo, NY",NY,15304,1.0,0.0,1.0
2024,3,7,"Burbank, CA",CA,11292,3.0,0.0,3.0
2024,3,7,"Burbank, CA",CA,14771,4.0,0.0,4.0
2024,3,7,"Burlington, VT",VT,11618,2.0,0.0,2.0
2024,3,7,"Burlington, VT",VT,13930,2.0,0.0,2.0
2024,3,7,CAE,"Columbia, SC",South Carolina,577.0,0.0,577.0
2024,3,7,CAK,"Akron, OH",Ohio,330.0,2.0,332.0
2024,3,7,CDC,"Cedar City, UT",Utah,52.0,0.0,52.0
2024,3,7,CDV,"Cordova, AK",Alaska,62.0,0.0,62.0
2024,3,7,CHA,"Chattanooga, TN",Tennessee,528.0,1.0,529.0
2024,3,7,CHO,"Charlottesville, VA",Virginia,259.0,0.0,259.0
2024,3,7,CHS,"Charleston, SC",South Carolina,2483.0,9.0,2492.0
2024,3,7,CID,"Cedar Rapids/Iowa City, IA",Iowa,726.0,3.0,729.0
2024,3,7,CIU,"Sault Ste. Marie, MI",Michigan,62.0,0.0,62.0
2024,3,7,CKB,"Clarksburg/Fairmont, WV",West Virginia,33.0,1.0,34.0
2024,3,7,CLE,"Cleveland, OH",Ohio,3751.0,47.0,3798.0
2024,3,7,CLL,"College Station/Bryan, TX",Texas,92.0,0.0,92.0
2024,3,7,CLT,"Charlotte, NC",North Carolina,19015.0,28.0,19043.0
2024,3,7,CMH,"Columbus, OH",Ohio,3781.0,14.0,3795.0
2024,3,7,CMI,"Champaign/Urbana, IL",Illinois,123.0,0.0,123.0
2024,3,7,CMX,"Hancock/Houghton, MI",Michigan,62.0,0.0,62.0
2024,3,7,COD,"Cody, WY",Wyoming,121.0,0.0,121.0
2024,3,7,COS,"Colorado Springs, CO",Colorado,1217.0,2.0,1219.0
2024,3,7,COU,"Columbia, MO",Missouri,182.0,0.0,182.0
2024,3,7,CPR,"Casper, WY",Wyoming,245.0,0.0,245.0
2024,3,7,CRP,"Corpus Christi, TX",Texas,369.0,0.0,369.0
2024,3,7,CRW,"Charleston/Dunbar, WV",West Virginia,288.0,0.0,288.0
2024,3,7,CSG,"Columbus, GA",Georgia,85.0,0.0,85.0
2024,3,7,CVG,"Cincinnati, OH",Kentucky,3721.0,30.0,3751.0
2024,3,7,CWA,"Mosinee, WI",Wisconsin,62.0,0.0,62.0
2024,3,7,CYS,"Cheyenne, WY",Wyoming,58.0,0.0,58.0
2024,3,7,"Cedar Rapids/Iowa City, IA",IA,14082,1.0,0.0,1.0
2024,3,7,"Cedar Rapids/Iowa City, IA",IA,14761,1.0,0.0,1.0
2024,3,7,"Charleston, SC",SC,11292,2.0,0.0,2.0
2024,3,7,"Charleston, SC",SC,11618,1.0,0.0,1.0
2024,3,7,"Charleston, SC",SC,12266,2.0,0.0,2.0
2024,3,7,"Charleston, SC",SC,12339,1.0,0.0,1.0
2024,3,7,"Charleston, SC",SC,12917,1.0,0.0,1.0
2024,3,7,"Charleston, SC",SC,13930,2.0,0.0,2.0
2024,3,7,"Charleston, SC",SC,14100,1.0,0.0,1.0
2024,3,7,"Charleston, SC",SC,14122,1.0,0.0,1.0
2024,3,7,"Charlotte Amalie, VI",VI,11618,1.0,0.0,1.0
2024,3,7,"Charlotte Amalie, VI",VI,12266,2.0,0.0,2.0
2024,3,7,"Charlotte, NC",NC,10792,1.0,0.0,1.0
2024,3,7,"Charlotte, NC",NC,10821,1.0,0.0,1.0
2024,3,7,"Charlotte, NC",NC,11042,1.0,0.0,1.0
2024,3,7,"Charlotte, NC",NC,11298,3.0,0.0,3.0
2024,3,7,"Charlotte, NC",NC,11618,3.0,0.0,3.0
2024,3,7,"Charlotte, NC",NC,12266,4.0,0.0,4.0
2024,3,7,"Charlotte, NC",NC,12323,1.0,0.0,1.0
2024,3,7,"Charlotte, NC",NC,12953,2.0,0.0,2.0
2024,3,7,"Charlotte, NC",NC,13204,1.0,0.0,1.0
2024,3,7,"Charlotte, NC",NC,13303,1.0,0.0,1.0
2024,3,7,"Charlotte, NC",NC,13930,4.0,0.0,4.0
2024,3,7,"Charlotte, NC",NC,14100,5.0,0.0,5.0
2024,3,7,"Charlotte, NC",NC,15356,1.0,0.0,1.0
2024,3,7,"Chattanooga, TN",TN,14761,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,10140,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,10257,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,10397,7.0,0.0,7.0
2024,3,7,"Chicago, IL",IL,10423,3.0,0.0,3.0
2024,3,7,"Chicago, IL",IL,10431,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,10529,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,10693,3.0,0.0,3.0
2024,3,7,"Chicago, IL",IL,10721,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,10785,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,10792,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,10821,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,10849,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,10994,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,11003,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,11042,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,11057,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,11066,4.0,0.0,4.0
2024,3,7,"Chicago, IL",IL,11193,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,11278,10.0,0.0,10.0
2024,3,7,"Chicago, IL",IL,11292,8.0,0.0,8.0
2024,3,7,"Chicago, IL",IL,11298,11.0,0.0,11.0
2024,3,7,"Chicago, IL",IL,11423,6.0,0.0,6.0
2024,3,7,"Chicago, IL",IL,11618,14.0,0.0,14.0
2024,3,7,"Chicago, IL",IL,11638,4.0,0.0,4.0
2024,3,7,"Chicago, IL",IL,11697,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,11986,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,12264,4.0,0.0,4.0
2024,3,7,"Chicago, IL",IL,12266,20.0,0.0,20.0
2024,3,7,"Chicago, IL",IL,12339,3.0,0.0,3.0
2024,3,7,"Chicago, IL",IL,12441,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,12451,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,12889,16.0,0.0,16.0
2024,3,7,"Chicago, IL",IL,12892,9.0,0.0,9.0
2024,3,7,"Chicago, IL",IL,12953,25.0,0.0,25.0
2024,3,7,"Chicago, IL",IL,13198,3.0,0.0,3.0
2024,3,7,"Chicago, IL",IL,13204,11.0,0.0,11.0
2024,3,7,"Chicago, IL",IL,13244,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,13303,5.0,0.0,5.0
2024,3,7,"Chicago, IL",IL,13485,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,13487,3.0,0.0,3.0
2024,3,7,"Chicago, IL",IL,13495,3.0,0.0,3.0
2024,3,7,"Chicago, IL",IL,13577,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,13871,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,13931,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,14057,3.0,0.0,3.0
2024,3,7,"Chicago, IL",IL,14100,5.0,0.0,5.0
2024,3,7,"Chicago, IL",IL,14107,12.0,0.0,12.0
2024,3,7,"Chicago, IL",IL,14122,5.0,0.0,5.0
2024,3,7,"Chicago, IL",IL,14193,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,14307,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,14321,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,14457,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,14492,3.0,0.0,3.0
2024,3,7,"Chicago, IL",IL,14524,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,14570,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,14576,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,14635,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,14679,6.0,0.0,6.0
2024,3,7,"Chicago, IL",IL,14683,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,14685,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,14747,6.0,0.0,6.0
2024,3,7,"Chicago, IL",IL,14771,10.0,0.0,10.0
2024,3,7,"Chicago, IL",IL,14843,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,14869,4.0,0.0,4.0
2024,3,7,"Chicago, IL",IL,14893,2.0,0.0,2.0
2024,3,7,"Chicago, IL",IL,15096,1.0,0.0,1.0
2024,3,7,"Chicago, IL",IL,15304,6.0,0.0,6.0
2024,3,7,"Chicago, IL",IL,15380,3.0,0.0,3.0
2024,3,7,"Chicago, IL",IL,15624,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,10397,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,10423,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,11292,3.0,0.0,3.0
2024,3,7,"Cincinnati, OH",KY,11298,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,11618,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,11624,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,11697,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,12266,4.0,0.0,4.0
2024,3,7,"Cincinnati, OH",KY,12451,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,12889,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,13495,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,13577,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,13930,3.0,0.0,3.0
2024,3,7,"Cincinnati, OH",KY,13931,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,14082,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,14100,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,14107,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,14112,2.0,0.0,2.0
2024,3,7,"Cincinnati, OH",KY,14685,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,14761,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,15304,1.0,0.0,1.0
2024,3,7,"Cincinnati, OH",KY,15624,2.0,0.0,2.0
2024,3,7,"Clarksburg/Fairmont, WV",WV,14112,1.0,0.0,1.0
2024,3,7,"Cleveland, OH",OH,11057,1.0,0.0,1.0
2024,3,7,"Cleveland, OH",OH,11292,2.0,0.0,2.0
2024,3,7,"Cleveland, OH",OH,11618,8.0,0.0,8.0
2024,3,7,"Cleveland, OH",OH,12266,7.0,0.0,7.0
2024,3,7,"Cleveland, OH",OH,12889,6.0,0.0,6.0
2024,3,7,"Cleveland, OH",OH,12953,1.0,0.0,1.0
2024,3,7,"Cleveland, OH",OH,13204,5.0,0.0,5.0
2024,3,7,"Cleveland, OH",OH,13303,1.0,0.0,1.0
2024,3,7,"Cleveland, OH",OH,13495,1.0,0.0,1.0
2024,3,7,"Cleveland, OH",OH,13577,2.0,0.0,2.0
2024,3,7,"Cleveland, OH",OH,13930,3.0,0.0,3.0
2024,3,7,"Cleveland, OH",OH,14100,1.0,0.0,1.0
2024,3,7,"Cleveland, OH",OH,14107,1.0,0.0,1.0
2024,3,7,"Cleveland, OH",OH,14193,1.0,0.0,1.0
2024,3,7,"Cleveland, OH",OH,14492,1.0,0.0,1.0
2024,3,7,"Cleveland, OH",OH,14635,3.0,0.0,3.0
2024,3,7,"Cleveland, OH",OH,14771,1.0,0.0,1.0
2024,3,7,"Cleveland, OH",OH,14843,2.0,0.0,2.0
2024,3,7,"Cleveland, OH",OH,14869,2.0,0.0,2.0
2024,3,7,"Cleveland, OH",OH,15304,2.0,0.0,2.0
2024,3,7,"Colorado Springs, CO",CO,11292,3.0,0.0,3.0
2024,3,7,"Columbus, OH",OH,10994,1.0,0.0,1.0
2024,3,7,"Columbus, OH",OH,11292,1.0,0.0,1.0
2024,3,7,"Columbus, OH",OH,12266,6.0,0.0,6.0
2024,3,7,"Columbus, OH",OH,13577,1.0,0.0,1.0
2024,3,7,"Columbus, OH",OH,13930,5.0,0.0,5.0
2024,3,7,"Columbus, OH",OH,14082,1.0,0.0,1.0
2024,3,7,"Columbus, OH",OH,14761,1.0,0.0,1.0
2024,3,7,"Columbus, OH",OH,14771,4.0,0.0,4.0
2024,3,7,"Concord, NC",NC,11697,1.0,0.0,1.0
2024,3,7,"Concord, NC",NC,14082,1.0,0.0,1.0
2024,3,7,DAB,"Daytona Beach, FL",Florida,245.0,0.0,245.0
2024,3,7,DAL,"Dallas, TX",Texas,6446.0,0.0,6446.0
2024,3,7,DAY,"Dayton, OH",Ohio,638.0,2.0,640.0
2024,3,7,DCA,"Washington, DC",Virginia,11915.0,28.0,11943.0
2024,3,7,DDC,"Dodge City, KS",Kansas,53.0,0.0,53.0
2024,3,7,DEC,"Decatur, IL",Illinois,53.0,0.0,53.0
2024,3,7,DEN,"Denver, CO",Colorado,28101.0,342.0,28443.0
2024,3,7,DFW,"Dallas/Fort Worth, TX",Texas,29011.0,80.0,29091.0
2024,3,7,DHN,"Dothan, AL",Alabama,62.0,0.0,62.0
2024,3,7,DIK,"Dickinson, ND",North Dakota,58.0,0.0,58.0
2024,3,7,DLG,"Dillingham, AK",Alaska,31.0,0.0,31.0
2024,3,7,DLH,"Duluth, MN",Minnesota,208.0,0.0,208.0
2024,3,7,DRO,"Durango, CO",Colorado,371.0,1.0,372.0
2024,3,7,DSM,"Des Moines, IA",Iowa,1333.0,17.0,1350.0
2024,3,7,DTW,"Detroit, MI",Michigan,11729.0,18.0,11747.0
2024,3,7,DVL,"Devils Lake, ND",North Dakota,57.0,0.0,57.0
2024,3,7,"Dallas, TX",TX,13158,1.0,0.0,1.0
2024,3,7,"Dallas/Fort Worth, TX",TX,10397,2.0,0.0,2.0
2024,3,7,"Dallas/Fort Worth, TX",TX,10821,2.0,0.0,2.0
2024,3,7,"Dallas/Fort Worth, TX",TX,11042,1.0,0.0,1.0
2024,3,7,"Dallas/Fort Worth, TX",TX,11193,1.0,0.0,1.0
2024,3,7,"Dallas/Fort Worth, TX",TX,11292,13.0,0.0,13.0
2024,3,7,"Dallas/Fort Worth, TX",TX,11433,1.0,0.0,1.0
2024,3,7,"Dallas/Fort Worth, TX",TX,11618,10.0,0.0,10.0
2024,3,7,"Dallas/Fort Worth, TX",TX,12264,3.0,0.0,3.0
2024,3,7,"Dallas/Fort Worth, TX",TX,12266,9.0,0.0,9.0
2024,3,7,"Dallas/Fort Worth, TX",TX,12953,3.0,0.0,3.0
2024,3,7,"Dallas/Fort Worth, TX",TX,13204,1.0,0.0,1.0
2024,3,7,"Dallas/Fort Worth, TX",TX,13232,4.0,0.0,4.0
2024,3,7,"Dallas/Fort Worth, TX",TX,13303,2.0,0.0,2.0
2024,3,7,"Dallas/Fort Worth, TX",TX,13487,1.0,0.0,1.0
2024,3,7,"Dallas/Fort Worth, TX",TX,13891,2.0,0.0,2.0
2024,3,7,"Dallas/Fort Worth, TX",TX,13930,6.0,0.0,6.0
2024,3,7,"Dallas/Fort Worth, TX",TX,14057,1.0,0.0,1.0
2024,3,7,"Dallas/Fort Worth, TX",TX,14100,4.0,0.0,4.0
2024,3,7,"Dallas/Fort Worth, TX",TX,14107,1.0,0.0,1.0
2024,3,7,"Dallas/Fort Worth, TX",TX,14122,1.0,0.0,1.0
2024,3,7,"Dallas/Fort Worth, TX",TX,14492,1.0,0.0,1.0
2024,3,7,"Dallas/Fort Worth, TX",TX,14679,1.0,0.0,1.0
2024,3,7,"Dallas/Fort Worth, TX",TX,14771,2.0,0.0,2.0
2024,3,7,"Dallas/Fort Worth, TX",TX,14869,1.0,0.0,1.0
2024,3,7,"Dayton, OH",OH,14082,1.0,0.0,1.0
2024,3,7,"Dayton, OH",OH,14112,1.0,0.0,1.0
2024,3,7,"Dayton, OH",OH,14761,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,10140,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,10299,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,10397,5.0,0.0,5.0
2024,3,7,"Denver, CO",CO,10423,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,10431,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,10529,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,10620,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,10693,3.0,0.0,3.0
2024,3,7,"Denver, CO",CO,10713,3.0,0.0,3.0
2024,3,7,"Denver, CO",CO,10721,6.0,0.0,6.0
2024,3,7,"Denver, CO",CO,10785,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,10792,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,10800,5.0,0.0,5.0
2024,3,7,"Denver, CO",CO,10821,4.0,0.0,4.0
2024,3,7,"Denver, CO",CO,10849,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,10994,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,11003,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,11042,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,11109,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,11193,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,11278,3.0,0.0,3.0
2024,3,7,"Denver, CO",CO,11298,12.0,0.0,12.0
2024,3,7,"Denver, CO",CO,11413,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,11423,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,11540,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,11618,6.0,0.0,6.0
2024,3,7,"Denver, CO",CO,11775,3.0,0.0,3.0
2024,3,7,"Denver, CO",CO,11884,5.0,0.0,5.0
2024,3,7,"Denver, CO",CO,11921,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,12003,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,12173,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,12191,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,12264,3.0,0.0,3.0
2024,3,7,"Denver, CO",CO,12266,23.0,0.0,23.0
2024,3,7,"Denver, CO",CO,12339,3.0,0.0,3.0
2024,3,7,"Denver, CO",CO,12758,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,12889,12.0,0.0,12.0
2024,3,7,"Denver, CO",CO,12892,9.0,0.0,9.0
2024,3,7,"Denver, CO",CO,12953,4.0,0.0,4.0
2024,3,7,"Denver, CO",CO,12982,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,13198,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,13204,7.0,0.0,7.0
2024,3,7,"Denver, CO",CO,13232,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,13244,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,13264,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,13303,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,13342,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,13485,4.0,0.0,4.0
2024,3,7,"Denver, CO",CO,13486,5.0,0.0,5.0
2024,3,7,"Denver, CO",CO,13487,5.0,0.0,5.0
2024,3,7,"Denver, CO",CO,13495,4.0,0.0,4.0
2024,3,7,"Denver, CO",CO,13502,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,13830,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,13871,3.0,0.0,3.0
2024,3,7,"Denver, CO",CO,13891,4.0,0.0,4.0
2024,3,7,"Denver, CO",CO,13930,6.0,0.0,6.0
2024,3,7,"Denver, CO",CO,13931,3.0,0.0,3.0
2024,3,7,"Denver, CO",CO,14057,6.0,0.0,6.0
2024,3,7,"Denver, CO",CO,14100,7.0,0.0,7.0
2024,3,7,"Denver, CO",CO,14107,7.0,0.0,7.0
2024,3,7,"Denver, CO",CO,14122,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,14457,6.0,0.0,6.0
2024,3,7,"Denver, CO",CO,14489,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,14492,3.0,0.0,3.0
2024,3,7,"Denver, CO",CO,14570,6.0,0.0,6.0
2024,3,7,"Denver, CO",CO,14679,6.0,0.0,6.0
2024,3,7,"Denver, CO",CO,14683,3.0,0.0,3.0
2024,3,7,"Denver, CO",CO,14685,4.0,0.0,4.0
2024,3,7,"Denver, CO",CO,14689,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,14698,1.0,0.0,1.0
2024,3,7,"Denver, CO",CO,14730,2.0,0.0,2.0
2024,3,7,"Denver, CO",CO,14747,8.0,0.0,8.0
2024,3,7,"Denver, CO",CO,14771,3.0,0.0,3.0
